limit_bal,education,marriage,age,bill_amt,pay_amt,default
20000,post-grad,yes,44,72967,5000,0
120000,other,yes,57,552444,30007,0
190000,primary,no,32,38996,30994,0
50000,secondary,yes,26,235364,10485,0
130000,other,no,27,678254,44762,0
220000,secondary,yes,48,194881,14934,1
200000,secondary,yes,29,345676,14647,0
50000,post-grad,yes,59,163346,6905,0
30000,secondary,yes,26,179281,6778,0
200000,secondary,yes,33,0,0,0
400000,post-grad,yes,50,14106,8587,1
120000,primary,yes,41,681948,31000,0
60000,secondary,yes,38,244933,40000,0
150000,primary,no,25,46318,19189,0
240000,secondary,yes,44,26385,4090,0
130000,secondary,no,29,3594,0,0
200000,post-grad,yes,40,598462,28600,1
240000,secondary,yes,56,2500,0,1
30000,primary,no,22,126811,17852,1
50000,secondary,yes,26,215749,8971,0
30000,secondary,no,26,105115,8070,0
310000,primary,yes,33,0,0,0
120000,secondary,no,28,684403,20294,1
290000,secondary,yes,34,109193,5888,0
50000,secondary,no,45,161421,8686,0
130000,primary,no,27,503480,55942,0
50000,other,yes,30,127191,5353,0
210000,secondary,yes,33,2268,2200,0
50000,post-grad,yes,47,19475,2946,1
10000,secondary,no,40,41042,3061,0
10000,post-grad,no,22,46344,4569,0
80000,secondary,no,24,476365,17700,1
360000,secondary,yes,65,0,0,1
530000,primary,no,32,123852,185150,0
20000,secondary,no,46,95827,27305,0
170000,secondary,yes,42,791967,29900,0
220000,secondary,yes,33,38431,41456,0
180000,post-grad,yes,40,5605,4614,0
440000,primary,yes,37,34229,36366,0
20000,secondary,yes,62,87086,4138,1
400000,secondary,no,39,0,0,1
130000,secondary,no,27,85476,1092,0
420000,primary,no,29,845505,28686,0
80000,secondary,yes,34,326149,41663,0
20000,secondary,yes,45,96269,6500,0
320000,secondary,no,29,590277,21751,1
160000,primary,yes,40,146834,38402,0
50000,secondary,no,23,250240,14861,0
50000,secondary,no,35,46853,10571,0
70000,secondary,yes,43,428628,18010,0
20000,post-grad,no,59,97817,5121,1
160000,secondary,no,24,958956,37700,0
130000,primary,no,33,0,0,1
20000,primary,no,23,114390,5960,0
170000,secondary,yes,48,321854,306436,0
300000,primary,no,39,1958,1263,0
160000,primary,no,31,6583,4915,0
110000,post-grad,yes,52,1000,1000,0
230000,primary,no,27,572806,20252,0
60000,secondary,no,21,176336,7118,0
280000,primary,yes,35,1077314,347368,0
180000,primary,no,47,1918,2357,0
30000,primary,yes,30,80384,5000,1
50000,secondary,no,28,181325,42254,0
270000,secondary,yes,41,3478,2230,0
80000,secondary,no,24,2346,0,1
120000,primary,no,31,190427,18000,1
120000,post-grad,yes,53,1455,1746,0
30000,primary,no,23,176557,12575,0
380000,primary,no,36,376858,28500,0
80000,secondary,yes,37,386588,83103,1
20000,secondary,no,26,68980,2719,0
160000,post-grad,yes,34,33824,8000,0
230000,secondary,no,26,9978,1286,1
370000,secondary,no,39,1952351,70937,1
30000,post-grad,yes,41,173509,6400,0
20000,secondary,no,24,116422,5105,0
20000,secondary,no,23,103802,4380,1
470000,secondary,yes,52,541496,30000,0
220000,secondary,no,29,178475,28136,1
80000,post-grad,no,32,346265,12349,0
180000,secondary,yes,33,653,653,0
100000,secondary,no,39,62939,25688,0
10000,secondary,no,21,46279,3779,0
280000,secondary,yes,51,5947,5185,0
110000,primary,yes,31,537813,20060,1
210000,primary,no,27,636818,22872,0
200000,primary,yes,36,47090,35689,0
260000,primary,no,27,41975,37732,0
600000,primary,no,36,2588,2193,0
330000,secondary,yes,47,585136,471903,0
500000,primary,no,31,1302878,210857,0
200000,primary,no,29,20719,13647,0
200000,secondary,yes,36,15393,7859,1
210000,secondary,no,27,22890,6636,0
500000,primary,yes,46,33859,30068,0
10000,secondary,yes,44,9400,1275,0
160000,primary,no,24,37000,0,0
50000,post-grad,yes,42,178995,6537,0
130000,secondary,no,33,679371,20118,0
140000,primary,no,28,849853,35900,1
80000,secondary,no,45,75150,8000,0
500000,primary,no,31,161309,134961,1
500000,secondary,yes,39,593541,25511,0
320000,secondary,yes,35,42292,10712,0
50000,secondary,no,29,296086,4232,0
120000,secondary,no,40,9280,1000,0
500000,primary,yes,59,6276,8526,1
290000,secondary,yes,42,29861,28758,0
280000,primary,yes,50,27677,4765,0
30000,post-grad,yes,41,213778,9866,1
80000,primary,no,31,131132,5500,1
50000,secondary,no,24,244966,12576,0
10000,post-grad,no,24,52028,4100,0
550000,primary,yes,49,63250,44113,1
60000,secondary,no,41,47846,40386,0
140000,secondary,yes,28,113780,113355,0
50000,secondary,no,28,174662,7764,0
300000,secondary,yes,27,1968917,72042,1
30000,post-grad,yes,29,177816,9170,1
50000,secondary,no,25,0,7700,1
250000,secondary,yes,33,2500,0,1
60000,primary,no,39,345018,12806,0
80000,post-grad,no,44,364235,16700,0
480000,primary,no,33,-5382,0,0
30000,secondary,yes,44,137946,4490,1
10000,secondary,no,25,54525,8215,0
410000,primary,no,41,2229,139098,0
100000,primary,yes,33,264683,15400,0
200000,post-grad,yes,41,298867,14976,0
380000,secondary,yes,48,1968182,79004,0
100000,secondary,no,27,273501,13163,0
50000,post-grad,yes,27,219195,7251,1
130000,secondary,yes,28,505571,24500,1
120000,secondary,no,34,401987,15636,0
150000,secondary,yes,42,836597,36644,0
310000,primary,yes,39,20462,20226,0
110000,secondary,no,51,209837,104864,0
420000,secondary,yes,37,2413091,91612,1
140000,secondary,yes,28,32354,25440,1
500000,primary,yes,37,0,0,1
260000,secondary,no,26,1595104,82007,0
90000,secondary,yes,48,1896,1896,1
90000,secondary,no,41,221778,6295,0
20000,post-grad,no,35,46332,11000,0
30000,secondary,no,36,199732,13071,1
140000,secondary,yes,36,290022,12200,0
340000,secondary,no,32,507751,21167,0
120000,primary,no,31,-231,0,0
420000,primary,yes,34,31187,9326,0
100000,post-grad,yes,48,6345,0,0
350000,secondary,no,37,391615,11752,0
50000,secondary,yes,26,150523,6891,0
30000,primary,no,28,222,0,0
360000,primary,no,29,34890,46722,0
20000,post-grad,no,23,76063,26770,0
400000,secondary,no,38,15041,4808,0
170000,post-grad,yes,45,224918,16000,0
110000,secondary,yes,36,77918,15000,1
200000,secondary,yes,37,34906,34526,1
200000,primary,yes,32,68487,80055,0
360000,primary,no,29,12568,11498,0
500000,primary,yes,37,9954,8293,0
20000,secondary,no,22,95690,37216,0
270000,post-grad,yes,32,908422,29700,0
20000,secondary,no,44,47779,5500,1
350000,primary,yes,43,1146,55415,0
150000,secondary,yes,26,244459,15250,0
260000,primary,no,30,306111,55002,0
90000,primary,no,33,6014,6554,0
310000,secondary,yes,32,658780,26013,0
210000,primary,no,43,769939,204468,0
40000,secondary,yes,45,71890,3200,1
80000,secondary,yes,25,13369,13369,0
50000,post-grad,no,22,18514,4935,1
370000,primary,yes,46,534575,176397,0
130000,secondary,no,28,600663,25224,0
710000,secondary,yes,40,15684,14004,1
180000,post-grad,no,24,37545,37545,0
80000,secondary,yes,30,288245,18700,0
560000,primary,no,32,162868,19441,0
170000,primary,no,26,204006,10006,0
30000,post-grad,yes,63,43332,29307,0
430000,primary,no,30,83673,119098,0
500000,secondary,yes,37,17961,25525,0
10000,secondary,no,26,38328,5000,1
130000,primary,no,25,44766,12510,0
160000,secondary,no,50,13345,78575,0
150000,primary,no,33,538297,17700,1
340000,secondary,yes,43,85242,63006,0
200000,secondary,yes,37,1078420,46017,0
130000,secondary,no,37,759640,32500,0
320000,post-grad,yes,30,285101,11725,0
50000,post-grad,yes,54,235595,62723,0
360000,primary,yes,46,356585,152037,0
420000,secondary,no,29,1405907,222842,0
110000,primary,no,30,15406,13221,0
80000,secondary,no,35,198109,36500,0
60000,post-grad,yes,43,272089,9635,1
60000,secondary,no,24,133643,5468,0
210000,secondary,no,26,796503,21903,0
360000,primary,yes,46,252401,95600,0
20000,secondary,no,48,60987,8500,0
150000,primary,no,42,-244,5000,0
310000,post-grad,no,30,15704,39262,0
240000,secondary,yes,40,17712,13253,1
160000,post-grad,yes,55,23849,21347,0
240000,primary,no,40,3222,702,0
20000,primary,no,22,99234,13817,0
190000,primary,yes,55,14996,14996,1
280000,secondary,yes,40,-60,0,0
80000,secondary,no,58,8163,1000,0
290000,post-grad,yes,49,796056,191020,0
200000,primary,yes,34,60328,64555,0
320000,primary,yes,50,87717,62075,0
350000,secondary,no,27,106740,6000,0
110000,primary,no,33,273105,15075,0
300000,secondary,yes,37,1307,3307,1
500000,primary,yes,44,6962,13254,0
120000,primary,no,35,5456,13186,0
80000,post-grad,no,31,18817,5462,0
200000,secondary,no,33,1080619,35137,1
150000,primary,no,26,21035,54185,1
150000,primary,no,40,742730,335157,0
210000,secondary,yes,42,11214,20205,0
150000,secondary,no,36,5382,0,1
50000,primary,no,26,263687,14000,0
80000,secondary,yes,33,350232,10940,0
50000,secondary,yes,34,8994,6472,0
20000,secondary,yes,50,114583,6873,0
50000,secondary,yes,37,173649,7780,0
50000,primary,no,29,132833,16600,0
280000,secondary,yes,46,1177722,40154,1
230000,secondary,yes,51,548077,15836,0
230000,secondary,no,30,286507,27837,1
80000,post-grad,yes,37,279460,24057,0
60000,secondary,no,35,87315,9000,0
200000,secondary,yes,37,1121547,42788,0
30000,post-grad,no,22,83409,85570,0
340000,primary,no,34,206274,175303,0
250000,secondary,yes,40,16598,16732,0
200000,primary,yes,52,6222,6150,0
150000,primary,no,39,734576,25135,0
100000,post-grad,yes,53,0,0,0
220000,secondary,yes,41,556173,23506,0
140000,primary,no,32,2742,5000,1
40000,primary,yes,28,47565,11883,1
200000,secondary,no,30,1095812,41544,0
520000,primary,no,35,328569,32035,0
30000,secondary,yes,22,104477,8101,0
20000,secondary,no,28,107924,4383,0
50000,secondary,no,40,92657,7353,1
300000,post-grad,no,29,427607,14841,0
500000,primary,no,36,54541,45036,0
490000,secondary,no,27,1093570,120356,0
200000,primary,no,27,5865,4375,0
40000,primary,no,23,129775,7394,1
150000,primary,no,28,10421,6669,0
50000,primary,yes,29,185732,8577,1
100000,secondary,no,27,538823,19650,0
50000,post-grad,yes,42,259183,14228,1
130000,secondary,no,25,121069,59439,0
70000,primary,no,27,1442,1642,0
30000,primary,yes,30,157847,7291,0
50000,primary,no,28,74711,6311,0
80000,primary,yes,45,76869,79396,1
220000,primary,no,30,260080,80739,0
200000,secondary,yes,45,956146,38780,0
120000,secondary,no,24,50294,5288,0
100000,secondary,no,25,495099,14501,0
100000,post-grad,yes,59,64491,57797,0
50000,primary,no,23,146307,6807,0
240000,secondary,yes,37,73424,71299,0
60000,primary,no,28,31379,20610,0
260000,secondary,yes,34,14178,6343,1
30000,post-grad,yes,56,117657,7900,1
440000,post-grad,yes,40,383224,30000,0
360000,secondary,no,30,831720,30000,0
50000,primary,no,26,73951,30000,1
270000,primary,yes,50,7352,12210,0
150000,primary,no,27,60723,6000,0
200000,post-grad,no,26,50130,50060,0
50000,secondary,yes,36,213095,18000,0
210000,primary,no,33,11745,8507,0
50000,secondary,no,27,267054,7966,1
50000,secondary,no,24,120291,5787,0
440000,primary,no,29,807256,303650,0
60000,primary,no,28,270504,11228,1
70000,secondary,yes,41,25928,9013,0
290000,secondary,no,25,389010,17500,0
140000,secondary,no,29,2984,2796,0
310000,secondary,no,33,672448,51577,0
450000,primary,no,36,10379,10467,0
360000,primary,yes,34,11689,10724,0
550000,secondary,yes,34,2187943,92000,0
180000,primary,yes,44,0,4003,0
140000,secondary,yes,37,264990,86775,0
50000,primary,no,33,96451,10115,0
200000,secondary,yes,30,2194,2945,0
60000,secondary,yes,39,268995,9665,0
140000,primary,no,28,-32158,103270,0
70000,secondary,yes,42,407025,16700,0
20000,secondary,yes,50,58269,5100,0
100000,secondary,yes,24,350482,13094,0
360000,primary,no,33,0,0,0
100000,post-grad,yes,24,1850,1440,0
160000,post-grad,no,41,173563,8900,0
160000,secondary,no,27,980877,39600,0
130000,secondary,no,26,3030,3442,1
100000,post-grad,yes,40,276655,10473,0
90000,primary,yes,35,111458,6500,1
80000,secondary,no,23,88427,14836,0
220000,secondary,yes,28,1280410,16252,1
260000,primary,yes,39,18738,14870,1
30000,post-grad,yes,45,168995,8300,1
100000,secondary,yes,40,15053,11574,1
80000,secondary,no,39,302592,12896,0
20000,secondary,no,31,19931,10009,0
140000,primary,yes,41,170032,24000,0
30000,primary,no,25,0,0,1
90000,secondary,yes,39,138858,8096,0
150000,secondary,no,23,350543,16874,0
250000,post-grad,yes,28,660154,20919,0
20000,secondary,yes,37,122043,3250,1
50000,secondary,yes,28,77223,40200,0
100000,secondary,yes,31,10150,4150,1
500000,primary,yes,46,107923,116676,0
50000,secondary,yes,36,181050,29538,0
40000,primary,no,27,300314,116822,0
80000,secondary,yes,35,464898,19000,0
100000,primary,yes,35,340173,13849,0
180000,primary,no,29,45751,30847,0
90000,post-grad,yes,53,403168,18602,0
10000,secondary,no,23,8997,21375,0
200000,primary,no,33,901,941,0
80000,post-grad,yes,57,58212,5850,1
90000,secondary,no,33,389493,16000,1
80000,secondary,yes,42,30900,0,1
90000,secondary,no,24,605390,105646,1
80000,secondary,yes,46,16450,12100,0
140000,primary,no,27,3003,2828,1
480000,secondary,yes,39,2092536,94825,0
230000,primary,yes,39,1523359,44576,0
70000,primary,no,27,17391,5027,1
200000,primary,no,39,717130,28867,0
180000,primary,no,35,411303,22700,0
190000,post-grad,yes,37,1065866,41971,0
20000,secondary,yes,24,117174,4767,0
10000,primary,no,24,56453,4915,1
80000,primary,yes,45,483445,19602,0
60000,post-grad,no,28,342842,15621,0
500000,primary,no,37,114715,107260,0
50000,post-grad,no,42,6424,4324,1
360000,primary,no,28,1162,1360,0
10000,post-grad,yes,56,56366,4339,0
300000,primary,yes,54,2313,2107,1
70000,secondary,yes,48,27193,5913,0
250000,secondary,yes,32,91104,43168,0
10000,post-grad,yes,51,35181,5158,1
140000,post-grad,yes,28,155396,26011,0
100000,secondary,yes,40,0,0,0
110000,primary,yes,31,1088,863,0
210000,secondary,yes,38,1746,2906,0
210000,primary,yes,40,15152,680,0
70000,secondary,no,26,307923,13146,1
20000,secondary,yes,47,98878,6112,0
220000,primary,no,31,22628,20707,0
20000,post-grad,no,51,111966,7993,1
80000,primary,yes,28,365365,17500,0
500000,secondary,yes,42,2719843,109414,1
210000,post-grad,no,66,909214,33881,0
80000,secondary,no,27,406046,15054,1
50000,secondary,yes,37,162601,7880,0
240000,primary,yes,35,26861,25233,0
150000,secondary,no,23,27085,28563,0
210000,secondary,yes,49,0,0,0
360000,secondary,no,28,0,0,1
230000,other,yes,29,405600,16079,0
500000,primary,no,35,11693,25654,0
150000,secondary,yes,34,281249,12363,0
30000,secondary,no,31,173055,6572,1
470000,primary,yes,57,445303,15595,0
200000,primary,yes,59,178307,8400,0
470000,primary,no,35,1209343,157276,0
310000,primary,no,32,289503,112592,0
210000,primary,no,28,1013745,39761,0
500000,secondary,yes,41,313204,464143,0
80000,secondary,no,27,460591,18540,0
20000,post-grad,no,38,61606,15491,1
150000,post-grad,no,32,299623,100123,0
390000,post-grad,yes,39,1492912,85470,0
10000,primary,no,29,50736,9500,0
390000,post-grad,yes,46,55527,53922,0
210000,post-grad,yes,41,73900,74920,1
350000,primary,yes,33,6300,6116,1
150000,primary,no,35,9133,7337,0
210000,secondary,yes,36,327253,11473,0
100000,primary,yes,55,102717,11000,0
210000,primary,no,36,450989,16800,1
290000,secondary,yes,48,82439,54417,0
330000,secondary,yes,50,25615,26779,1
50000,secondary,no,37,211087,7084,0
80000,post-grad,no,27,250884,9421,0
340000,secondary,yes,35,256156,12000,0
120000,post-grad,yes,38,304857,27143,0
30000,secondary,no,22,21431,21338,0
260000,primary,no,35,224322,45274,0
50000,secondary,yes,64,165496,33104,0
420000,post-grad,no,25,367178,31108,1
130000,secondary,yes,28,226978,24376,0
270000,secondary,yes,30,319749,30240,0
50000,post-grad,no,30,50402,3895,0
20000,secondary,yes,34,84287,10215,1
140000,secondary,yes,34,824020,40100,0
100000,secondary,yes,35,379987,11865,0
50000,post-grad,no,41,187497,7421,0
500000,primary,no,37,60686,24008,0
80000,secondary,yes,35,325907,10804,0
220000,secondary,yes,34,77109,25544,1
30000,secondary,yes,34,164555,7868,0
240000,secondary,no,26,1036104,40323,0
220000,post-grad,yes,41,115189,115853,0
320000,secondary,yes,32,116509,53110,0
230000,secondary,yes,36,54681,52433,0
20000,post-grad,no,44,2340,1950,0
280000,secondary,yes,34,428841,16600,0
110000,secondary,yes,44,651944,29219,0
180000,secondary,yes,26,597291,32550,0
100000,post-grad,yes,51,508441,25690,0
80000,secondary,yes,37,119223,58014,0
260000,post-grad,no,30,16089,19877,0
110000,secondary,no,25,673265,20800,0
150000,secondary,yes,31,685162,35814,0
180000,secondary,no,35,30160,11765,0
230000,secondary,yes,28,258816,51823,0
500000,primary,no,27,399759,18855,0
300000,secondary,no,30,34683,23790,0
180000,secondary,no,31,157464,87443,0
30000,secondary,no,24,6300,0,1
110000,post-grad,no,29,43603,19337,0
100000,secondary,yes,28,150794,29000,0
390000,primary,no,31,1851218,120668,0
180000,other,yes,35,123355,4039,0
300000,post-grad,yes,37,20146,10969,0
260000,primary,no,36,23925,23760,0
360000,secondary,no,29,0,0,0
80000,secondary,no,26,13824,24885,0
100000,primary,no,26,25908,0,1
20000,post-grad,yes,47,101265,6009,1
210000,primary,no,33,57641,16664,0
10000,secondary,yes,25,52814,3803,0
150000,primary,no,26,61899,25468,0
360000,post-grad,yes,37,2340,2730,0
80000,secondary,no,42,64863,3429,0
130000,primary,no,29,57406,26758,0
30000,primary,no,36,23793,2200,0
430000,secondary,yes,30,1349360,43244,1
20000,secondary,no,23,91029,24973,0
50000,secondary,no,32,135804,18298,0
140000,secondary,yes,26,536541,20000,0
200000,primary,no,32,72499,85076,0
80000,secondary,yes,28,391961,14378,0
50000,secondary,no,23,76078,4223,1
280000,secondary,no,27,1482216,33967,0
710000,secondary,yes,51,0,0,0
180000,primary,no,29,113703,113703,0
500000,primary,no,39,132806,129299,0
360000,secondary,no,33,0,0,1
50000,primary,no,29,143938,11500,0
80000,secondary,no,27,452480,32767,1
50000,secondary,yes,44,247070,12000,0
50000,secondary,no,23,56606,7114,0
150000,primary,no,33,6005,5688,0
360000,secondary,no,28,0,0,1
50000,secondary,yes,32,209533,7911,0
50000,primary,no,48,178147,27650,0
200000,primary,no,29,17527,8906,0
80000,primary,no,29,41716,41824,0
140000,secondary,yes,46,2340,2730,0
20000,primary,no,22,65737,6500,1
80000,post-grad,no,34,0,0,0
110000,secondary,yes,30,502625,27000,0
140000,primary,no,27,681075,31141,0
300000,primary,no,31,309126,101099,0
